gene,gene_ID,chrom,strand,gene_start,gene_end,name
Mnd1-ps,NR_030680,chr14,+,9884094,9886868,chr14-276
Fhitos,NR_131139,chr14,+,10738552,10779001,chr14-310
Fhit,NM_001308285,chr14,-,9550093,11162035,chr14-327
Mir5124b,NR_105811,chr14,+,11282476,11282561,chr14-332
Ptprg,NM_008981,chr14,+,11553552,12242039,chr14-343
3830406C13Rik,NM_001284383,chr14,+,12284202,12303231,chr14-372
Fezf2,NM_080433,chr14,-,12341891,12345865,chr14-374
Cadps,NM_001359920,chr14,-,12372559,12823079,chr14-393
Synpr,NM_028052,chr14,+,13284779,13615469,chr14-412
Gm5087,NR_121589,chr14,-,13263132,13284638,chr14-412
Sntn,NM_177624,chr14,+,13670875,13683148,chr14-427
Thoc7,NM_001359901,chr14,-,13949011,13961852,chr14-439
Atxn7,NM_139227,chr14,+,14012490,14107301,chr14-441
Psmd6,NM_025550,chr14,-,14112184,14120945,chr14-445
Olfr720,NM_146392,chr14,-,14175129,14176080,chr14-448
Il3ra,NM_008369,chr14,+,14346494,14355490,chr14-454
Olfr31,NM_147027,chr14,+,14328112,14329066,chr14-454
Slc4a7,NM_001360520,chr14,+,14718783,14799943,chr14-469
Nek10,NM_001195229,chr14,+,14820814,15006693,chr14-473
B230110C06Rik,NR_152123,chr14,+,15438183,15452445,chr14-498
Lrrc3b,NM_146052,chr14,-,15357515,15438987,chr14-498
Ngly1,NM_021504,chr14,+,16249313,16311926,chr14-530
Oxsm,NM_027695,chr14,-,16238655,16249808,chr14-530
Top2b,NM_009409,chr14,+,16365205,16430787,chr14-535
Rarb,NM_001289760,chr14,-,16430839,17082331,chr14-564
Pou5f1-rs6,NR_144493,chr14,+,17105557,17106286,chr14-565
Thrb,NM_001113417,chr14,+,17660959,18038088,chr14-587
Nr1d2,NM_011584,chr14,-,18204055,18239106,chr14-610
Nkiras1,NM_001316711,chr14,+,18271135,18284000,chr14-611
Rpl15,NM_025586,chr14,-,18267822,18270986,chr14-611
Ube2e1,NM_009455,chr14,-,18282728,18331844,chr14-614
Ube2e2,NM_001360327,chr14,-,18573565,18894267,chr14-636
Gm2237,NM_001374120,chr14,-,19563800,19585798,chr14-663
Gm5458,NM_001024706,chr14,-,19594137,19602587,chr14-664
Nid2,NM_008695,chr14,+,19751256,19811787,chr14-670
Rtraf,NM_026528,chr14,-,19811401,19823823,chr14-672
D14Ertd670e,NR_105025,chr14,+,19838924,19844677,chr14-673
Gng2,NM_001285909,chr14,-,19872558,19977249,chr14-679
Saysd1,NM_026209,chr14,-,20075635,20083172,chr14-683
Kcnk5,NM_021542,chr14,-,20140057,20181782,chr14-687
Kcnk16,NM_029006,chr14,-,20261374,20269269,chr14-690
Nudt13,NM_026341,chr14,+,20294689,20317578,chr14-691
Fam149b,NM_001177633,chr14,+,20348161,20368564,chr14-693
Ecd,NM_027475,chr14,-,20319858,20348121,chr14-693
Mrps16,NM_025440,chr14,-,20391221,20393634,chr14-695
Dnajc9,NM_134081,chr14,-,20384637,20388910,chr14-695
Cfap70,NM_001163638,chr14,-,20394189,20452225,chr14-698
Anxa7,NM_009674,chr14,-,20455260,20480133,chr14-699
Mss51,NM_029104,chr14,-,20482863,20496901,chr14-699
1810062O18Rik,NR_033571,chr14,+,20546292,20570680,chr14-701
Ppp3cb,NM_001310427,chr14,-,20499363,20546573,chr14-701
Usp54,NM_030180,chr14,-,20548911,20618354,chr14-704
Sec24c,NM_001168273,chr14,+,20674320,20694850,chr14-706
Myoz1,NM_021508,chr14,-,20649101,20656540,chr14-706
Synpo2l,NM_001310431,chr14,-,20658947,20668354,chr14-706
Mir6946,NR_105911,chr14,+,20690634,20690703,chr14-707
Fut11,NM_028428,chr14,+,20694967,20700197,chr14-707
Zswim8,NM_027996,chr14,+,20707551,20723619,chr14-708
Chchd1,NM_025366,chr14,+,20703026,20704425,chr14-708
6230400D17Rik,NR_029446,chr14,-,20702011,20703099,chr14-708
Ndst2,NM_010811,chr14,-,20723729,20734562,chr14-709
Gm30108,NR_153779,chr14,+,20794238,20796554,chr14-711
Camk2g,NM_178597,chr14,-,20734872,20794088,chr14-711
Plau,NM_008873,chr14,+,20836661,20843388,chr14-713
Vcl,NM_009502,chr14,+,20929397,21033676,chr14-717
Adk,NM_134079,chr14,+,21052573,21448569,chr14-722
Ap3m1,NM_018829,chr14,-,21033741,21052442,chr14-722
Kat6b,NM_001205241,chr14,+,21499769,21672478,chr14-739
Dupd1,NM_001013826,chr14,-,21676571,21714576,chr14-748
Dusp13,NM_001007268,chr14,-,21733394,21748622,chr14-749
Samd8,NM_001359953,chr14,+,21751551,21798726,chr14-750
Vdac2,NM_011695,chr14,+,21831560,21845879,chr14-753
A430057M04Rik,NM_176925,chr14,+,21847577,21856926,chr14-753
Comtd1,NM_026965,chr14,-,21845860,21848910,chr14-753
Zfp503,NM_145459,chr14,-,21983961,21989601,chr14-759
Lrmda,NM_028275,chr14,+,22019711,23056088,chr14-760
4930405A10Rik,NR_046307,chr14,-,22507173,22542798,chr14-781
Gm10248,NR_033550,chr14,-,23038194,23094571,chr14-803
4930519K11Rik,NR_131107,chr14,+,24004990,24005837,chr14-840
Kcnma1,NM_001253359,chr14,-,23298693,24004205,chr14-840
Mir7210,NR_106069,chr14,+,24088876,24088930,chr14-843
Dlg5,NM_027726,chr14,-,24133952,24245920,chr14-849
E330034G19Rik,NM_001346536,chr14,+,24293213,24309959,chr14-851
Rps24,NM_011297,chr14,+,24490677,24496960,chr14-859
Polr3a,NM_001081247,chr14,-,24448693,24487058,chr14-859
Gm32123,NR_153781,chr14,+,25109260,25112930,chr14-883
4930572O13Rik,NR_045718,chr14,-,25139794,25143241,chr14-884
Zmiz1,NM_183208,chr14,+,25459184,25666743,chr14-897
Mir3075,NR_037236,chr14,+,25534438,25534523,chr14-900
4931406H21Rik,NR_033492,chr14,+,25586803,25590661,chr14-902
Gm45915,NM_001309430,chr14,+,25603512,25605636,chr14-903
Ppif,NM_134084,chr14,+,25694169,25700466,chr14-906
Ppifos,NR_028021,chr14,-,25696355,25701282,chr14-907
Zcchc24,NM_001101433,chr14,-,25711643,25769072,chr14-909
Anxa11,NM_013469,chr14,+,25842154,25886804,chr14-912
Gm2274,NR_164331,chr14,+,25876658,25886802,chr14-914
Gm2260,NR_164330,chr14,+,25876660,25886789,chr14-914
Cphx3,NM_001310463,chr14,+,25942539,25956372,chr14-916
Cphx2,NM_001270506,chr14,+,25942539,25956370,chr14-916
Cphx1,NM_175342,chr14,+,25942543,25956365,chr14-916
Duxbl1,NM_183389,chr14,+,25983202,25990166,chr14-918
Duxbl2,NM_001177538,chr14,+,25983202,25990166,chr14-918
Duxbl3,NM_001177539,chr14,+,25983202,25990166,chr14-918
Plac9b,NM_001270503,chr14,-,26167317,26182351,chr14-926
Plac9a,NM_207229,chr14,-,26167786,26182273,chr14-926
Tmem254a,NM_026679,chr14,-,26202666,26207041,chr14-927
Tmem254b,NM_001270495,chr14,-,26203365,26207025,chr14-927
Tmem254c,NM_001270498,chr14,-,26203366,26207041,chr14-927
4933413J09Rik,NR_038005,chr14,+,26357546,26400456,chr14-933
Slmap,NM_001347494,chr14,-,26413167,26534624,chr14-940
Dennd6a,NM_001285467,chr14,+,26573857,26634322,chr14-941
Arf4,NM_007479,chr14,+,26638133,26656842,chr14-944
Mir7672,NR_106132,chr14,-,26669546,26669608,chr14-945
Pde12,NM_178668,chr14,-,26664116,26669846,chr14-945
Dnah12,NM_001370884,chr14,+,26691553,26891705,chr14-946
Asb14,NM_080856,chr14,+,26894613,26914416,chr14-954
Appl1,NM_145221,chr14,-,26918987,26970551,chr14-957
Hesx1,NM_010420,chr14,+,27000361,27002325,chr14-959
Il17rd,NM_134437,chr14,+,27039000,27107286,chr14-960
Arhgef3,NM_001289686,chr14,+,27143992,27403911,chr14-964
Tasor,NM_028945,chr14,+,27428833,27483554,chr14-976
Ccdc66,NM_177111,chr14,-,27482404,27508460,chr14-979
Erc2,NM_001347497,chr14,+,27622406,28478537,chr14-983
Wnt5a,NM_001256224,chr14,+,28511404,28527447,chr14-1019
Lrtm1,NM_176920,chr14,+,29018207,29033642,chr14-1039
Cacna2d3,NM_009785,chr14,-,28904942,29721864,chr14-1067
Selenok,NM_019979,chr14,+,29968379,29975074,chr14-1077
Actr8,NM_027493,chr14,+,29978336,29993221,chr14-1078
Mir6947,NR_105912,chr14,+,29988887,29988952,chr14-1078
Chdh,NM_001136240,chr14,+,30008999,30040466,chr14-1079
Il17rb,NM_019583,chr14,-,29996167,30008896,chr14-1079
4831407H17Rik,NR_131095,chr14,+,30458035,30463282,chr14-1097
Dcp1a,NM_133761,chr14,+,30479564,30527056,chr14-1098
Cacna1d,NM_028981,chr14,-,30039940,30491156,chr14-1098
Tkt,NM_009388,chr14,+,30549130,30574726,chr14-1100
Mir3076,NR_037237,chr14,+,30572148,30572208,chr14-1101
Prkcd,NM_011103,chr14,-,30595353,30626208,chr14-1104
Rft1,NM_177815,chr14,+,30654374,30691313,chr14-1105
Sfmbt1,NM_019460,chr14,+,30714848,30822721,chr14-1107
Stimate,NM_028839,chr14,+,30825593,30877210,chr14-1112
Mustn1,NM_181390,chr14,+,30879256,30881610,chr14-1114
Itih4,NM_001289632,chr14,+,30886475,30901986,chr14-1114
Itih3,NM_008407,chr14,-,30908573,30923587,chr14-1115
Itih1,NM_008406,chr14,-,30929179,30943289,chr14-1116
Nek4,NM_011849,chr14,+,30951376,30988821,chr14-1117
Pbrm1,NM_001359855,chr14,+,31019704,31121592,chr14-1119
Glt8d1,NM_001165930,chr14,+,31001392,31012441,chr14-1119
Snord69,NR_028531,chr14,-,31014292,31014351,chr14-1119
Spcs1,NM_026911,chr14,-,30999825,31001666,chr14-1119
Gnl3,NM_153547,chr14,-,31012432,31019131,chr14-1119
Snord19,NR_028523,chr14,-,31016218,31016272,chr14-1119
Nt5dc2,NM_001374087,chr14,+,31131088,31139124,chr14-1124
Smim4,NM_001308464,chr14,-,31088128,31128930,chr14-1124
Stab1,NM_138672,chr14,-,31139016,31168641,chr14-1125
Tnnc1,NM_009393,chr14,+,31208311,31211729,chr14-1127
Sema3g,NM_001025379,chr14,+,31217872,31229511,chr14-1127
Nisch,NM_022656,chr14,-,31170927,31206826,chr14-1127
Bap1,NM_027088,chr14,+,31251488,31259929,chr14-1129
Phf7,NM_001360625,chr14,-,31237688,31251315,chr14-1129
Dnah1,NM_001033668,chr14,-,31260374,31323896,chr14-1131
Capn7,NM_001360187,chr14,+,31336637,31371983,chr14-1132
Sh3bp5,NM_011894,chr14,-,31372613,31436100,chr14-1136
Eaf1,NM_028932,chr14,+,31495078,31509858,chr14-1138
Mettl6,NM_001359848,chr14,-,31478797,31495040,chr14-1138
Colq,NM_009937,chr14,-,31523083,31577383,chr14-1142
Btd,NM_025295,chr14,+,31641056,31668197,chr14-1144
Hacl1,NM_019975,chr14,-,31607225,31640965,chr14-1144
Ankrd28,NM_001024604,chr14,-,31700014,31830415,chr14-1152
Galnt15,NM_030166,chr14,+,32029102,32058326,chr14-1160
Oxnad1,NM_145460,chr14,+,32085727,32103203,chr14-1162
Dph3,NR_104303,chr14,-,32080516,32085692,chr14-1162
Msmb,NM_020597,chr14,+,32142022,32158326,chr14-1164
Ncoa4,NM_001284319,chr14,+,32165585,32179855,chr14-1165
Parg,NM_011960,chr14,+,32201970,32298714,chr14-1167
Timm23,NM_016897,chr14,-,32180165,32201891,chr14-1167
Ogdhl,NM_001081130,chr14,+,32322018,32348151,chr14-1171
1700024G13Rik,NM_001034037,chr14,-,32376501,32388373,chr14-1174
Slc18a3,NM_021712,chr14,-,32462436,32464850,chr14-1177
Chat,NM_009891,chr14,-,32408202,32465909,chr14-1177
Ercc6,NM_001081221,chr14,+,32513520,32580990,chr14-1179
Prrxl1,NM_001347590,chr14,+,32599407,32630969,chr14-1182
3425401B19Rik,NM_001195097,chr14,-,32659118,32685272,chr14-1186
Tmem273,NM_001163616,chr14,+,32785962,32817968,chr14-1190
Fam170b,NM_001164485,chr14,+,32833961,32836788,chr14-1192
Vstm4,NM_001361602,chr14,+,32856755,32939491,chr14-1193
Lrrc18,NM_026253,chr14,+,32991381,33015292,chr14-1198
Wdfy4,NM_001146022,chr14,-,32959546,33185066,chr14-1206
Arhgap22,NM_153800,chr14,+,33216822,33369936,chr14-1207
Mapk8,NM_001310454,chr14,-,33377898,33447158,chr14-1216
Ptpn20,NM_008978,chr14,+,33589269,33640754,chr14-1222
4930503F20Rik,NR_131113,chr14,-,33808071,33811283,chr14-1231
Gdf10,NM_145741,chr14,+,33923586,33936514,chr14-1235
Gdf2,NM_019506,chr14,+,33941038,33947198,chr14-1236
Rbp3,NM_015745,chr14,+,33954002,33964219,chr14-1237
Zfp488,NM_001013777,chr14,-,33967069,33978764,chr14-1238
Gm30083,NM_001374166,chr14,-,33988416,34016903,chr14-1239
Gm5460,NM_001034880,chr14,+,34041077,34046981,chr14-1240
Antxrl,NM_172808,chr14,+,34053469,34075999,chr14-1241
Anxa8,NM_001281845,chr14,+,34085978,34100568,chr14-1242
A630023A22Rik,NM_001251843,chr14,-,34051129,34102754,chr14-1243
Npy4r,NM_008919,chr14,-,34145645,34152419,chr14-1245
Syt15,NM_181529,chr14,+,34220045,34230421,chr14-1247
Gprin2,NM_183209,chr14,-,34194440,34201633,chr14-1247
Glud1,NM_008133,chr14,+,34310726,34345033,chr14-1251
Shld2,NM_001360074,chr14,-,34237034,34310517,chr14-1251
Gm3219,NR_027380,chr14,+,34345054,34345658,chr14-1252
Sncg,NM_011430,chr14,-,34370273,34374669,chr14-1253
Fam25c,NM_183278,chr14,-,34351881,34355393,chr14-1253
Mmrn2,NM_153127,chr14,+,34375503,34404286,chr14-1254
9230112D13Rik,NM_030062,chr14,-,34511620,34522801,chr14-1259
Bmpr1a,NM_009758,chr14,-,34411067,34502546,chr14-1259
Ldb3,NM_001039072,chr14,-,34526698,34588681,chr14-1262
Opn4,NM_001128599,chr14,-,34590617,34600142,chr14-1263
Wapl,NM_001301330,chr14,+,34673927,34747983,chr14-1265
Mir297-1,NR_029647,chr14,-,34645143,34653574,chr14-1265
Grid1,NM_008166,chr14,+,34820135,35581115,chr14-1271
Mir346,NR_029774,chr14,+,34894608,34894706,chr14-1274
4930596D02Rik,NM_001033766,chr14,-,35809485,35811978,chr14-1311
4930474N05Rik,NM_175008,chr14,+,36094964,36096855,chr14-1322
Ccser2,NM_027045,chr14,-,36874935,36968764,chr14-1357
Rgr,NM_021340,chr14,-,37034908,37049014,chr14-1360
Lrit2,NM_001360134,chr14,+,37068028,37073743,chr14-1361
Lrit1,NM_146245,chr14,+,37054829,37064938,chr14-1361
Cdhr1,NM_130878,chr14,-,37077848,37098347,chr14-1362
2610528A11Rik,NM_001206684,chr14,-,37102139,37110101,chr14-1363
Ghitm,NM_078478,chr14,-,37120444,37135322,chr14-1364
Nrg3os,NR_045713,chr14,+,38898301,38958794,chr14-1434
LOC432842,NR_131973,chr14,+,39472428,39476255,chr14-1457
Nrg3,NM_008734,chr14,-,38368950,39473088,chr14-1457
1700109I08Rik,NR_045936,chr14,+,39655662,39685293,chr14-1465
Sh2d4b,NM_001368701,chr14,-,40860383,40901673,chr14-1515
Tspan14,NM_145928,chr14,-,40906426,40966896,chr14-1517
Prxl2a,NM_027464,chr14,-,40993734,41013833,chr14-1519
Dydc1,NM_027094,chr14,+,41072910,41092197,chr14-1521
Dydc2,NM_001360609,chr14,-,41049116,41073037,chr14-1521
Mat1a,NM_133653,chr14,+,41105032,41124428,chr14-1523
Sftpa1,NM_023134,chr14,+,41131787,41136373,chr14-1524
Mbl1,NM_010775,chr14,+,41151455,41158959,chr14-1525
Sftpd,NM_009160,chr14,-,41172211,41185198,chr14-1526
Gm2832,NM_001374124,chr14,+,41264669,41288486,chr14-1529
1700049E17Rik2,NM_001358037,chr14,+,41573210,41581305,chr14-1541
1700049E17Rik1,NM_001358038,chr14,+,41573210,41581305,chr14-1541
LOC115486427,NM_001374187,chr14,-,41962710,41967905,chr14-1554
1700091H14Rik,NR_073362,chr14,-,42089749,42095277,chr14-1559
Gm17026,NR_105055,chr14,-,42254658,42260048,chr14-1566
Gm10377,NM_001244671,chr14,-,43010187,43015576,chr14-1593
Gm8126,NM_001374183,chr14,+,43209292,43266470,chr14-1601
Gm9732,NR_154584,chr14,+,43275035,43306011,chr14-1604
1700001F09Rik,NM_027940,chr14,-,43342383,43347811,chr14-1606
Gm10375,NM_001098269,chr14,-,43602626,43608013,chr14-1616
Ear1,NM_007894,chr14,-,43818764,43819639,chr14-1624
Ear10,NM_053112,chr14,-,43922897,43923596,chr14-1628
Ang5,NM_007448,chr14,+,43957068,43963080,chr14-1630
Ang3,NM_001123394,chr14,+,43957068,43963080,chr14-1630
Ang6,NM_001011876,chr14,-,44001663,44006418,chr14-1632
Ear3,NM_017388,chr14,+,44102886,44103357,chr14-1636
Ear2,NM_007895,chr14,+,44102653,44103531,chr14-1636
Ear12,NM_001012766,chr14,+,44102886,44103357,chr14-1636
4930503E14Rik,NM_029131,chr14,-,44163166,44171371,chr14-1638
1700047E10Rik,NR_073363,chr14,-,44191606,44213237,chr14-1640
Gm5930,NM_001374091,chr14,-,44330779,44384541,chr14-1647
BC061237,NM_198677,chr14,+,44500121,44506345,chr14-1652
Gm8267,NM_001162954,chr14,-,44717166,44724987,chr14-1660
Ptgdr,NM_008962,chr14,-,44851234,44859375,chr14-1666
Mir327,NR_030556,chr14,-,44947442,44947511,chr14-1669
4930431P03Rik,NR_045059,chr14,-,44954899,44961307,chr14-1670
Ptger2,NM_008964,chr14,+,44988110,45003820,chr14-1671
Gpr137c,NM_027518,chr14,+,45219716,45280976,chr14-1680
Txndc16,NM_172597,chr14,-,45134447,45219425,chr14-1680
Ero1l,NM_015774,chr14,-,45283086,45318572,chr14-1684
Psmc6,NM_025959,chr14,+,45329823,45349071,chr14-1685
Styx,NM_019637,chr14,+,45351185,45376884,chr14-1686
Gnpnat1,NM_019425,chr14,-,45376420,45388796,chr14-1687
4930527F14Rik,NR_045809,chr14,+,45543709,45562876,chr14-1693
Fermt2,NM_146054,chr14,-,45458791,45530065,chr14-1693
Ddhd1,NM_001284399,chr14,-,45593170,45658143,chr14-1698
Mir5131,NR_039593,chr14,-,45657960,45658053,chr14-1698
Gm1821,NR_002875,chr14,+,46084026,46084957,chr14-1715
Gm15217,NR_037981,chr14,+,46379523,46383606,chr14-1727
Bmp4,NM_001316360,chr14,-,46383524,46390669,chr14-1727
Rubie,NR_046459,chr14,-,46568330,46575851,chr14-1735
4933425B07Rik,NR_046460,chr14,-,46602805,46637423,chr14-1737
D330046F09Rik,NR_131909,chr14,-,46645816,46673775,chr14-1738
Cdkn3,NM_028222,chr14,+,46760540,46771521,chr14-1742
Cnih1,NM_009919,chr14,-,46775567,46788357,chr14-1743
Gmfb,NM_022023,chr14,-,46808148,46822242,chr14-1744
Cgrrf1,NM_001360455,chr14,+,46832133,46840414,chr14-1745
Samd4,NM_028966,chr14,+,46882964,47105817,chr14-1747
Mir378c,NR_105813,chr14,-,46954829,46954928,chr14-1750
Gm10371,NR_126579,chr14,-,47097678,47116161,chr14-1756
Gch1,NM_008102,chr14,-,47153894,47189413,chr14-1759
Socs4,NM_080843,chr14,+,47277142,47291591,chr14-1763
Mapk1ip1l,NM_178684,chr14,+,47298273,47323206,chr14-1763
Wdhd1,NM_172598,chr14,-,47240943,47276857,chr14-1763
Lgals3,NM_001145953,chr14,+,47373859,47386167,chr14-1766
Dlgap5,NM_144553,chr14,-,47387778,47418407,chr14-1768
Fbxo34,NM_001146086,chr14,+,47472560,47531962,chr14-1770
Atg14,NM_172599,chr14,-,47540892,47568434,chr14-1774
Ktn1,NM_001293636,chr14,+,47649310,47736564,chr14-1777
4930447J18Rik,NR_045959,chr14,+,47898863,47944189,chr14-1787
Peli2,NM_033602,chr14,+,48120868,48260883,chr14-1796
Gm6498,NR_003630,chr14,+,48198715,48228413,chr14-1799
Tmem260,NM_172600,chr14,+,48446351,48515130,chr14-1809
Otx2os1,NR_029384,chr14,+,48669287,48793348,chr14-1818
Otx2,NM_001286482,chr14,-,48657676,48667644,chr14-1818
4933429O19Rik,NR_033783,chr14,+,48878872,48887112,chr14-1827
Ap5m1,NM_144535,chr14,+,49066548,49087723,chr14-1834
Exoc5,NM_207214,chr14,-,49012143,49066667,chr14-1834
Naa30,NM_027492,chr14,+,49172245,49190888,chr14-1838
ccdc198,NM_025956,chr14,-,49226358,49245428,chr14-1841
Slc35f4,NM_029238,chr14,-,49298519,49525837,chr14-1853
Armh4,NM_001358244,chr14,-,49681559,49783383,chr14-1863
Gm8417,NR_164329,chr14,+,49802784,49807292,chr14-1864
Olfr722,NM_146494,chr14,-,49894257,49901941,chr14-1868
Olfr723,NM_001011530,chr14,-,49928562,49929568,chr14-1869
Olfr724,NM_146492,chr14,-,49960090,49961096,chr14-1870
Olfr725,NM_146317,chr14,-,50034390,50035500,chr14-1873
Olfr726,NM_146316,chr14,-,50083713,50084679,chr14-1875
Olfr727,NM_146319,chr14,+,50126552,50127587,chr14-1877
Olfr728,NM_001011809,chr14,-,50139701,50140637,chr14-1877
Olfr729,NM_146278,chr14,-,50147900,50148872,chr14-1877
Olfr730,NM_146493,chr14,-,50186261,50187218,chr14-1879
Olfr731,NM_146363,chr14,-,50237902,50238883,chr14-1881
Olfr732,NM_146665,chr14,-,50281227,50282271,chr14-1883
Olfr733,NM_146663,chr14,-,50298336,50299330,chr14-1883
Olfr734,NM_146664,chr14,-,50319835,50320868,chr14-1884
Olfr735,NM_001011754,chr14,-,50345375,50346440,chr14-1885
Tlr11,NM_205819,chr14,+,50357913,50363663,chr14-1886
Olfr736,NM_146666,chr14,+,50392757,50393696,chr14-1887
Olfr738,NM_146420,chr14,+,50413545,50414481,chr14-1888
Olfr739,NM_146668,chr14,+,50424520,50425450,chr14-1888
Olfr741,NM_207133,chr14,+,50473056,50486395,chr14-1890
Olfr740,NM_146667,chr14,+,50453053,50453989,chr14-1890
4930413M19Rik,NR_045759,chr14,+,50503768,50520943,chr14-1892
Olfr742,NM_146430,chr14,+,50515120,50516240,chr14-1892
Olfr743,NM_001177508,chr14,+,50533413,50534349,chr14-1893
Olfr744,NM_001011738,chr14,+,50618223,50619195,chr14-1896
Olfr745,NM_146299,chr14,+,50642194,50643369,chr14-1897
Olfr746,NM_146298,chr14,+,50653238,50654183,chr14-1898
Olfr747,NM_207156,chr14,-,50680690,50681645,chr14-1899
Olfr748,NM_001011837,chr14,+,50710331,50711255,chr14-1900
Olfr749,NM_020288,chr14,-,50736218,50744324,chr14-1901
Ccnb1ip1,NM_001111119,chr14,-,50789248,50795728,chr14-1903
Ttc5,NM_001080949,chr14,-,50765408,50785520,chr14-1903
Parp2,NM_009632,chr14,+,50807915,50821301,chr14-1904
Rpph1,NR_002142,chr14,-,50807446,50807771,chr14-1904
Tep1,NM_009351,chr14,-,50824060,50870554,chr14-1906
Klhl33,NM_001370764,chr14,-,50888580,50897483,chr14-1907
Apex1,NM_009687,chr14,+,50924948,50927188,chr14-1908
Osgep,NM_133676,chr14,-,50915373,50924893,chr14-1908
Pnp,NM_013632,chr14,+,50944302,50953412,chr14-1909
Pip4p1,NM_001033271,chr14,-,50927214,50930849,chr14-1909
Pnp2,NM_001123371,chr14,+,50956140,50964749,chr14-1910
Rnase10,NM_001162863,chr14,+,51007750,51010758,chr14-1912
Rnase9,NM_183032,chr14,-,51038458,51041867,chr14-1913
Olfr750,NM_207558,chr14,-,51070310,51071442,chr14-1914
Rnase11,NM_001011877,chr14,-,51049450,51050163,chr14-1914
Rnase12,NM_001011875,chr14,-,51056697,51057242,chr14-1914
Rnase4,NM_021472,chr14,+,51091076,51106151,chr14-1915
Ang,NM_001161731,chr14,+,51091076,51102009,chr14-1915
Rnase6,NM_001360117,chr14,+,51123907,51132187,chr14-1916
Eddm3b,NM_203508,chr14,+,51114428,51117791,chr14-1916
Rnase1,NM_011271,chr14,-,51145001,51146767,chr14-1917
Rnase2b,NM_019398,chr14,+,51162259,51163018,chr14-1918
Ang2,NM_007449,chr14,-,51195485,51195923,chr14-1919
Ear14,NM_017389,chr14,+,51203694,51204156,chr14-1920
Ear4,NM_001017422,chr14,+,51203689,51204156,chr14-1920
Rnase2a,NM_053113,chr14,-,51255261,51256112,chr14-1922
4930597G03Rik,NR_045736,chr14,-,51317334,51345489,chr14-1925
Vmn2r88,NM_001368932,chr14,+,51411000,51419527,chr14-1928
Vmn2r89,NM_009486,chr14,+,51451961,51461293,chr14-1930
Gm5622,NM_001013816,chr14,+,51552789,51662953,chr14-1934
Gm5800,NM_001034102,chr14,-,51711643,51717132,chr14-1940
Ang4,NM_177544,chr14,-,51763891,51773590,chr14-1942
AY358078,NM_194347,chr14,+,51800045,51826359,chr14-1944
Ear7,NM_017385,chr14,+,51853997,51854465,chr14-1946
Ear6,NM_053111,chr14,+,51853767,51854642,chr14-1946
Slc39a2,NM_001039676,chr14,+,51893609,51896745,chr14-1947
Mettl17,NM_001029990,chr14,+,51884841,51891868,chr14-1947
Tppp2,NM_001128634,chr14,+,51918760,51920700,chr14-1948
Ndrg2,NM_001360266,chr14,-,51905270,51914004,chr14-1948
Rnase13,NM_001011687,chr14,-,51922159,51922773,chr14-1948
