gene,gene_ID,chrom,strand,gene_start,gene_end,name
Vmn2r104,NM_001104566,chr17,-,20029424,20048205,chr17-678
Vmn2r105,NM_001369232,chr17,-,20208229,20234872,chr17-686
Vmn2r106,NM_001104568,chr17,-,20267546,20285430,chr17-688
Vmn2r107,NM_001104569,chr17,+,20345424,20375772,chr17-690
Vmn2r108,NM_001104570,chr17,-,20462372,20481236,chr17-696
Vmn2r109,NM_001104571,chr17,-,20540516,20564756,chr17-699
Vmn2r110,NM_001104572,chr17,-,20573828,20596259,chr17-700
Ppp2r1a,NM_016891,chr17,+,20945453,20965905,chr17-714
Zfp160,NM_145483,chr17,+,21008940,21028856,chr17-717
Gm5092,NR_137274,chr17,+,21091207,21103347,chr17-720
Zfp677,NM_172486,chr17,+,21383747,21399265,chr17-732
Zfp54,NM_011760,chr17,+,21423226,21435384,chr17-733
Zfp51,NM_001308323,chr17,+,21450373,21465589,chr17-735
Zfp53,NM_013843,chr17,+,21488987,21510477,chr17-736
Zfp52,NM_144515,chr17,+,21535538,21562601,chr17-738
9330136K24Rik,NR_131123,chr17,-,21528195,21535878,chr17-738
Zfp948,NM_001002008,chr17,+,21566977,21588699,chr17-739
Zfp983,NM_001166497,chr17,+,21650610,21664966,chr17-743
Zfp760,NM_001008501,chr17,+,21707740,21725636,chr17-745
Zfp229,NM_001164676,chr17,+,21733723,21748969,chr17-746
Zfp820,NM_029281,chr17,-,21816875,21845759,chr17-750
Zfp995,NM_001256493,chr17,-,21879569,21909926,chr17-753
Zfp943,NM_001025373,chr17,+,21962558,21994366,chr17-755
Zfp942,NM_001199048,chr17,-,21926962,21962464,chr17-755
Zfp947,NM_177596,chr17,-,22144358,22165977,chr17-763
Gm7072,NM_001357992,chr17,-,22285870,22314842,chr17-769
Zfp758,NM_145484,chr17,+,22361452,22377281,chr17-771
Zfp944,NM_001355280,chr17,-,22337982,22361400,chr17-771
Zfp946,NM_001331198,chr17,+,22424201,22456689,chr17-773
Vmn2r111,NM_001104573,chr17,-,22547940,22573273,chr17-779
Gm16386,NR_030709,chr17,-,22776229,22817747,chr17-789
Zfp945,NM_001110254,chr17,-,22846696,22867134,chr17-791
Zfp40,NM_001357697,chr17,-,23173868,23193252,chr17-804
Vmn2r115,NM_001104579,chr17,+,23343976,23360128,chr17-810
Vmn2r116,NM_001104580,chr17,+,23384802,23401864,chr17-812
6330415G19Rik,NR_126485,chr17,+,23550798,23561634,chr17-819
Zfp213,NM_001033496,chr17,-,23556766,23564226,chr17-819
Zfp13,NM_011747,chr17,-,23575843,23599487,chr17-820
Zscan10,NM_001289484,chr17,+,23600825,23611019,chr17-821
Mmp25,NM_001033339,chr17,-,23629175,23645269,chr17-822
Hcfc1r1,NM_181821,chr17,+,23673607,23675524,chr17-823
Bicdl2,NM_153784,chr17,+,23660505,23668619,chr17-823
Thoc6,NM_001357380,chr17,-,23668617,23673877,chr17-823
Cldn6,NM_018777,chr17,+,23679364,23682446,chr17-824
Pkmyt1,NM_023058,chr17,+,23726335,23736729,chr17-826
9530082P21Rik,NR_015472,chr17,+,23749235,23754065,chr17-826
Paqr4,NM_023824,chr17,-,23736185,23740330,chr17-826
Kremen2,NM_028416,chr17,-,23741198,23745829,chr17-826
Flywch1,NM_001357993,chr17,-,23752794,23771602,chr17-827
Flywch2,NM_001357140,chr17,-,23776915,23786216,chr17-828
Srrm2,NM_175229,chr17,+,23803186,23824743,chr17-829
Prss33,NM_001081399,chr17,-,23833360,23835767,chr17-830
Prss41,NM_027644,chr17,-,23836784,23844156,chr17-830
Elob,NM_026305,chr17,-,23824739,23829109,chr17-830
Prss21,NM_020487,chr17,+,23868071,23873113,chr17-831
Prss32,NM_027220,chr17,+,23853771,23859776,chr17-831
Sbp,NM_011321,chr17,+,23941995,23945607,chr17-834
Sbpl,NM_001077421,chr17,-,23953084,23955273,chr17-835
Prss22,NM_133731,chr17,-,23993533,23998100,chr17-836
Prss27,NM_175440,chr17,+,24038242,24045949,chr17-838
Kctd5,NM_027008,chr17,-,24047719,24073485,chr17-839
Amdhd2,NM_172935,chr17,-,24155832,24163733,chr17-843
Atp6v0c,NM_001361531,chr17,-,24163864,24169678,chr17-843
Pdpk1,NM_001286662,chr17,-,24073679,24150922,chr17-843
Tedc2,NM_028056,chr17,-,24215055,24220851,chr17-845
Ntn3,NM_010947,chr17,-,24203842,24209387,chr17-845
Tbc1d24,NM_001163851,chr17,-,24175430,24205562,chr17-845
Ccnf,NM_007634,chr17,-,24223231,24251409,chr17-847
Abca3,NM_013855,chr17,+,24352022,24410204,chr17-851
Abca17,NM_001031621,chr17,-,24264257,24351059,chr17-851
Rnps1,NM_009070,chr17,+,24414674,24425897,chr17-853
D330041H03Rik,NR_033554,chr17,-,24409480,24414513,chr17-853
Eci1,NM_010023,chr17,+,24426682,24439316,chr17-854
E4f1,NM_007893,chr17,-,24443777,24455392,chr17-855
Caskin1,NM_027937,chr17,+,24488782,24508907,chr17-856
Mlst8,NM_019988,chr17,-,24473549,24479078,chr17-856
Pkd1,NM_013630,chr17,+,24549949,24596514,chr17-858
Traf7,NM_001172114,chr17,-,24508849,24527938,chr17-858
Rab26,NM_177375,chr17,-,24529053,24533747,chr17-858
Nthl1,NM_008743,chr17,+,24632681,24638838,chr17-862
Tsc2,NM_001286718,chr17,-,24595815,24632627,chr17-862
Zfp598,NM_183149,chr17,+,24669686,24682023,chr17-863
Slc9a3r2,NM_023055,chr17,-,24639281,24650305,chr17-863
Noxo1,NM_027988,chr17,+,24696233,24700529,chr17-864
Syngr3,NM_011522,chr17,-,24685091,24689949,chr17-864
Tbl3,NM_145396,chr17,-,24700652,24707653,chr17-865
Ndufb10,NM_026684,chr17,-,24722060,24724423,chr17-865
Rnf151,NM_026205,chr17,-,24715839,24718057,chr17-865
Msrb1,NM_013759,chr17,+,24736592,24742778,chr17-866
Rpl3l,NM_001163945,chr17,+,24727828,24736149,chr17-866
Hs3st6,NM_001357342,chr17,+,24752987,24758684,chr17-867
Meiob,NM_029197,chr17,+,24804381,24839787,chr17-869
Hagh,NM_024284,chr17,+,24850489,24864450,chr17-871
Igfals,NM_008340,chr17,+,24878746,24882011,chr17-872
Spsb3,NM_027141,chr17,+,24887480,24892147,chr17-872
Nubp2,NM_001355396,chr17,-,24882610,24886350,chr17-872
Mapk8ip3,NM_001163448,chr17,-,24897505,24936977,chr17-874
Jpt2,NM_198937,chr17,-,24942469,24960623,chr17-875
Ift140,NM_134126,chr17,+,25016085,25099497,chr17-877
Cramp1l,NM_020608,chr17,-,24961225,25015230,chr17-877
Ptx4,NM_026747,chr17,+,25120759,25125268,chr17-881
Telo2,NM_001163661,chr17,-,25099568,25115967,chr17-881
Clcn7,NM_001317404,chr17,+,25136630,25162103,chr17-882
Ccdc154,NM_001079929,chr17,+,25162460,25171913,chr17-883
Unkl,NM_001197024,chr17,+,25188399,25234442,chr17-884
Gm38655,NM_001370860,chr17,-,25171153,25180818,chr17-884
Tsr3,NM_026676,chr17,+,25240169,25242799,chr17-886
Gnptg,NM_001346737,chr17,-,25234295,25240140,chr17-886
Baiap3,NM_001163270,chr17,-,25242658,25256364,chr17-887
Ube2i,NM_011665,chr17,-,25260510,25274310,chr17-887
Prss29,NM_053260,chr17,+,25318653,25322684,chr17-889
Prss28,NM_053259,chr17,+,25308645,25311876,chr17-889
Tpsg1,NM_012034,chr17,+,25370552,25374442,chr17-891
Cacna1h,NM_021415,chr17,-,25374286,25433783,chr17-894
Tekt4,NM_027951,chr17,+,25471589,25476594,chr17-895
Sstr5,NM_011425,chr17,-,25489874,25497288,chr17-896
Cerox1,NR_045176,chr17,+,25570810,25575043,chr17-899
Sox8,NM_011447,chr17,-,25565892,25570686,chr17-899
Lmf1,NM_029624,chr17,+,25579173,25662826,chr17-900
Gng13,NM_001357782,chr17,+,25717527,25719102,chr17-905
Rpusd1,NM_028009,chr17,+,25727716,25731464,chr17-906
Mslnl,NM_177822,chr17,+,25736039,25748330,chr17-906
Chtf18,NM_145409,chr17,-,25719029,25727415,chr17-906
Msln,NM_001356286,chr17,-,25748612,25754378,chr17-907
Ccdc78,NM_001165929,chr17,+,25786579,25790513,chr17-908
Haghl,NM_001271433,chr17,-,25782786,25785586,chr17-908
Fbxl16,NM_001164225,chr17,+,25809084,25821265,chr17-909
Wdr24,NM_173741,chr17,+,25823626,25828730,chr17-909
Rhot2,NM_001364950,chr17,-,25838456,25844525,chr17-910
Wdr90,NM_001163766,chr17,-,25844733,25861515,chr17-911
Mcrip2,NM_026633,chr17,-,25863697,25868738,chr17-911
Wfikkn1,NM_001100454,chr17,-,25877627,25880858,chr17-912
Rab40c,NM_139154,chr17,-,25882113,25919714,chr17-913
Pigq,NM_001357592,chr17,-,25926419,25941989,chr17-914
D630044L22Rik,NR_152187,chr17,+,25951471,25963610,chr17-915
A930017K11Rik,NM_001358019,chr17,-,25946387,25952565,chr17-915
Capn15,NM_001347334,chr17,-,25958363,25985874,chr17-916
Rab11fip3,NM_001162868,chr17,-,25989035,26069518,chr17-919
Decr2,NM_011933,chr17,-,26081210,26090164,chr17-920
Nme4,NM_019731,chr17,-,26091744,26095470,chr17-920
Mrpl28,NM_024227,chr17,+,26123502,26126613,chr17-921
Tmem8,NM_021793,chr17,+,26113315,26123253,chr17-921
Axin1,NM_009733,chr17,+,26138685,26195811,chr17-922
Pdia2,NM_001081070,chr17,-,26195998,26199087,chr17-924
Rgs11,NM_001081069,chr17,+,26202940,26211324,chr17-925
Arhgdig,NM_008113,chr17,-,26199182,26201350,chr17-925
Fam234a,NM_207217,chr17,-,26212691,26244242,chr17-926
Luc7l,NM_028190,chr17,+,26252909,26285506,chr17-927
Neurl1b,NM_001081656,chr17,+,26414858,26446320,chr17-933
Ergic1,NM_026170,chr17,+,26561511,26656933,chr17-939
Atp6v0e,NM_025272,chr17,+,26676395,26699646,chr17-944
Crebrf,NM_029870,chr17,+,26715649,26776626,chr17-945
Bnip1,NM_172149,chr17,+,26781078,26792521,chr17-948
Nkx2-5,NM_008700,chr17,-,26838664,26841565,chr17-950
Kifc5b,NM_053173,chr17,+,26917090,26932579,chr17-953
Syngap1,NM_001371033,chr17,+,26941249,26972434,chr17-954
Itpr3,NM_080553,chr17,+,27057303,27122223,chr17-959
Uqcc2,NM_001364944,chr17,-,27122664,27133891,chr17-962
Ip6k3,NM_173027,chr17,-,27143970,27167764,chr17-963
Lemd2,NM_146075,chr17,-,27189599,27204438,chr17-965
9630028I04Rik,NR_131118,chr17,-,27235074,27248066,chr17-966
Grm4,NM_001291045,chr17,-,27425903,27503533,chr17-977
Hmga1,NM_001166539,chr17,+,27556573,27563672,chr17-979
Pacsin1,NM_011861,chr17,+,27655590,27711117,chr17-983
Spdef,NM_001357728,chr17,-,27714445,27731003,chr17-986
Snrpc,NM_011432,chr17,+,27840086,27851967,chr17-990
Uhrf1bp1,NM_001080769,chr17,+,27856506,27900040,chr17-991
Anks1,NM_001286040,chr17,+,27909305,28062779,chr17-993
Taf11,NM_026836,chr17,-,27901121,27909242,chr17-993
Tcp11,NM_001085555,chr17,-,28066746,28080639,chr17-1000
Scube3,NM_001368734,chr17,+,28142308,28156434,chr17-1002
Zfp523,NM_001357995,chr17,+,28177195,28205886,chr17-1004
Def6,NM_027185,chr17,+,28207777,28228608,chr17-1005
Ppard,NM_011145,chr17,+,28232753,28301469,chr17-1006
Fance,NR_028297,chr17,+,28313529,28326574,chr17-1009
Tead3,NM_011566,chr17,-,28331672,28350805,chr17-1011
Tulp1,NM_021478,chr17,-,28351514,28365216,chr17-1011
Fkbp5,NM_010220,chr17,-,28398752,28486149,chr17-1016
Armc12,NM_026290,chr17,+,28530860,28538975,chr17-1018
Clpsl2,NM_001034871,chr17,+,28549486,28552618,chr17-1018
Clps,NM_025469,chr17,-,28558209,28560766,chr17-1019
Lhfpl5,NM_026571,chr17,+,28575718,28583593,chr17-1020
Srpk1,NM_016795,chr17,-,28589587,28622521,chr17-1021
Mapk14,NM_001168514,chr17,+,28691341,28748405,chr17-1024
Slc26a8,NM_001290320,chr17,-,28637778,28689987,chr17-1024
Mapk13,NM_011950,chr17,+,28769316,28778704,chr17-1027
Brpf3,NM_001081315,chr17,+,28801125,28838789,chr17-1029
Pnpla1,NM_001034885,chr17,+,28858410,28890308,chr17-1031
Bnip5,NM_172450,chr17,-,28896394,28915324,chr17-1033
Pxt1,NM_153390,chr17,-,28933985,28942262,chr17-1034
Kctd20,NM_001356300,chr17,+,28952435,28969549,chr17-1035
Stk38,NM_134115,chr17,-,28970879,29007995,chr17-1037
Srsf3,NR_036613,chr17,+,29032659,29043372,chr17-1038
Cdkn1a,NM_001111099,chr17,+,29090978,29100722,chr17-1040
Trp53cor1,NR_036469,chr17,-,29057473,29079126,chr17-1040
Rab44,NM_001364848,chr17,+,29114180,29148976,chr17-1041
Cpne5,NM_001360239,chr17,-,29156520,29237790,chr17-1046
BC004004,NM_030561,chr17,+,29268787,29302887,chr17-1047
Ppil1,NM_026845,chr17,-,29250834,29263971,chr17-1047
Pi16,NM_023734,chr17,+,29318881,29328902,chr17-1049
Mtch1,NM_001347335,chr17,-,29332075,29347932,chr17-1050
Fgd2,NM_013710,chr17,+,29360913,29379535,chr17-1051
Pim1,NM_008842,chr17,+,29490784,29496110,chr17-1056
Tbc1d22b,NM_198647,chr17,+,29549801,29606808,chr17-1058
Gm28043,NR_132314,chr17,+,29614788,29705979,chr17-1061
Ccdc167,NM_026782,chr17,-,29703331,29717017,chr17-1065
Mdga1,NM_001368423,chr17,-,29827955,29888578,chr17-1072
Zfand3,NM_148926,chr17,+,30005038,30210823,chr17-1077
Btbd9,NM_027060,chr17,-,30215523,30576287,chr17-1100
Glo1,NM_025374,chr17,-,30592861,30612659,chr17-1101
Dnah8,NM_013811,chr17,+,30626935,30875264,chr17-1102
Glp1r,NM_021332,chr17,+,30901866,30936510,chr17-1113
Umodl1,NM_177465,chr17,+,30954682,31010710,chr17-1115
Abcg1,NM_009593,chr17,+,31057693,31117981,chr17-1119
Tff2,NM_009363,chr17,-,31141061,31144282,chr17-1122
Tff3,NM_011575,chr17,-,31125305,31129611,chr17-1122
Tff1,NM_009362,chr17,-,31161395,31165053,chr17-1123
Tmprss3,NM_001163776,chr17,-,31179267,31198974,chr17-1124
Ubash3a,NM_177823,chr17,+,31208065,31242403,chr17-1125
Slc37a1,NM_153062,chr17,+,31295482,31350698,chr17-1128
Rsph1,NM_001364916,chr17,-,31255019,31277296,chr17-1128
Pde9a,NM_001163748,chr17,+,31386233,31476309,chr17-1132
Ndufv3,NM_030087,chr17,+,31520114,31531325,chr17-1137
Wdr4,NM_021322,chr17,-,31494321,31512487,chr17-1137
Pknox1,NM_016670,chr17,+,31564772,31607693,chr17-1139
Cbs,NM_144855,chr17,-,31612622,31637205,chr17-1142
U2af1,NM_001357907,chr17,-,31647080,31658764,chr17-1143
Cryaa,NM_001278570,chr17,+,31677930,31681730,chr17-1144
Sik1,NM_010831,chr17,-,31844247,31855804,chr17-1151
Rrp1b,NM_028244,chr17,+,32036161,32062862,chr17-1158
Hsf2bp,NM_028902,chr17,-,31944768,32034508,chr17-1158
Pdxk-ps,NR_027316,chr17,-,32076082,32091423,chr17-1160
Notch3,NM_008716,chr17,-,32120819,32166890,chr17-1163
Ephx3,NM_001033163,chr17,-,32183769,32189470,chr17-1164
Brd4,NM_001286630,chr17,-,32196271,32284133,chr17-1168
Akap8,NM_001357760,chr17,-,32303671,32321238,chr17-1169
Akap8l,NM_017476,chr17,-,32321423,32350577,chr17-1171
Wiz,NM_001372219,chr17,-,32354046,32389406,chr17-1172
Pglyrp2,NM_001271478,chr17,-,32412460,32424167,chr17-1173
Rasal3,NM_178785,chr17,-,32390658,32403582,chr17-1173
Cyp4f39,NM_177307,chr17,+,32452722,32493320,chr17-1175
Cyp4f17,NM_001101445,chr17,+,32506483,32530154,chr17-1177
Cyp4f16,NM_024442,chr17,+,32536556,32551798,chr17-1178
Cyp4f37,NM_001100187,chr17,+,32621318,32636184,chr17-1181
Cyp4f40,NM_001101588,chr17,+,32659026,32676913,chr17-1183
Cyp4f15,NM_001346538,chr17,+,32685630,32703352,chr17-1184
Zfp871,NM_172458,chr17,-,32765496,32788287,chr17-1188
Zfp811,NM_183177,chr17,-,32795675,32809931,chr17-1189
Zfp799,NM_001360479,chr17,-,32815452,32830261,chr17-1190
Zfp870,NM_207245,chr17,-,32879220,32891603,chr17-1192
Cyp4f14,NM_001357788,chr17,-,32905069,32917356,chr17-1193
Cyp4f13,NM_130882,chr17,-,32924687,32947361,chr17-1194
Zfp472,NM_153063,chr17,+,32965830,32979211,chr17-1195
Cyp4f41-ps,NR_033585,chr17,-,32950960,32965716,chr17-1195
Zfp952,NM_001045559,chr17,+,32993138,33005457,chr17-1196
Zfp763,NM_028543,chr17,-,33016863,33033381,chr17-1198
Zfp563,NM_001024950,chr17,+,33089366,33110704,chr17-1200
Morc2b,NM_001360203,chr17,-,33135589,33148749,chr17-1202
Zfp81,NM_207541,chr17,-,33333727,33358878,chr17-1211
Zfp101,NM_009542,chr17,-,33380178,33394637,chr17-1212
Adamts10,NM_001329152,chr17,+,33524084,33553782,chr17-1217
Myo1f,NM_053214,chr17,+,33555706,33607764,chr17-1219
Pram1,NR_028279,chr17,+,33638094,33645706,chr17-1222
Hnrnpm,NM_029804,chr17,-,33646232,33685458,chr17-1224
Marchf2,NM_001252480,chr17,-,33691504,33718677,chr17-1225
Rab11b,NM_008997,chr17,-,33742483,33760486,chr17-1227
Angptl4,NM_020581,chr17,-,33774899,33781575,chr17-1228
Ndufa7,NM_023202,chr17,+,33824571,33838316,chr17-1229
Kank3,NM_030697,chr17,+,33810522,33822917,chr17-1229
Cd320,NM_019421,chr17,+,33843090,33849774,chr17-1230
Kifc1,NM_001195298,chr17,-,33875665,33890633,chr17-1232
Tapbp,NM_009318,chr17,+,33919477,33929290,chr17-1233
Daxx,NM_001355704,chr17,+,33909497,33915590,chr17-1233
Rgl2,NM_009059,chr17,+,33929893,33937687,chr17-1234
Wdr46,NM_020603,chr17,+,33940722,33949695,chr17-1234
Vps52,NM_001357330,chr17,+,33955799,33967038,chr17-1235
Rps18,NM_011296,chr17,-,33951998,33955641,chr17-1235
Col11a2,NM_009926,chr17,+,34039137,34066684,chr17-1238
Rxrb,NM_001205215,chr17,+,34032349,34038403,chr17-1238
Slc39a7,NM_001077709,chr17,-,34028265,34031690,chr17-1238
H2-Oa,NM_008206,chr17,+,34092378,34095234,chr17-1240
BC051537,NR_046183,chr17,-,34083842,34095309,chr17-1240
H2-DMa,NM_010386,chr17,+,34122831,34139101,chr17-1241
Brd2,NM_001204973,chr17,-,34112018,34122607,chr17-1241
H2-DMb2,NR_160896,chr17,+,34143228,34151553,chr17-1242
H2-DMb1,NM_010387,chr17,+,34153190,34160229,chr17-1243
Tap1,NM_013683,chr17,+,34187555,34197225,chr17-1244
Psmb9,NM_013585,chr17,-,34182098,34187330,chr17-1244
Tap2,NM_011530,chr17,+,34204478,34216321,chr17-1245
H2-Ob,NM_010389,chr17,+,34238904,34245908,chr17-1246
H2-Ab1,NM_207105,chr17,+,34263226,34269418,chr17-1247
H2-Aa,NM_010378,chr17,-,34282743,34287823,chr17-1248
H2-Eb1,NM_010382,chr17,+,34305866,34316674,chr17-1249
H2-Eb2,NM_001033978,chr17,+,34325674,34341410,chr17-1250
Btnl2,NM_079835,chr17,+,34354821,34369492,chr17-1251
BC051142,NM_001163855,chr17,+,34398819,34460734,chr17-1252
Btnl1,NM_001111094,chr17,+,34377131,34386028,chr17-1252
Btnl4,NM_030746,chr17,-,34469041,34475937,chr17-1256
Btnl5-ps,NR_004051,chr17,-,34487405,34497429,chr17-1256
Btnl6,NM_030747,chr17,-,34507934,34517352,chr17-1257
Notch4,NM_010929,chr17,+,34564294,34588543,chr17-1259
Ager,NM_001271424,chr17,+,34597849,34600937,chr17-1260
Gpsm3,NM_134116,chr17,+,34589805,34591754,chr17-1260
Pbx2,NM_017463,chr17,+,34592258,34597400,chr17-1260
Agpat1,NM_018862,chr17,+,34609013,34613449,chr17-1261
Egfl8,NM_152922,chr17,-,34613349,34615971,chr17-1261
Rnf5,NM_019403,chr17,-,34601098,34603561,chr17-1261
Atf6b,NM_017406,chr17,+,34647145,34655074,chr17-1262
Prrt1,NM_030890,chr17,+,34629563,34633126,chr17-1262
Ppt2,NM_001302393,chr17,-,34616661,34628279,chr17-1262
Tnxb,NM_031176,chr17,+,34670534,34719815,chr17-1263
C4b,NM_009780,chr17,-,34728380,34743897,chr17-1266
Cyp21a1,NM_009995,chr17,-,34801347,34804426,chr17-1269
C4a,NR_160726,chr17,-,34809091,34823460,chr17-1269
Stk19,NM_019442,chr17,-,34823992,34836903,chr17-1270
Nelfe,NM_138580,chr17,+,34850390,34856372,chr17-1271
Skiv2l,NM_021337,chr17,-,34839225,34850204,chr17-1271
Ehmt2,NM_001286573,chr17,+,34898969,34914073,chr17-1272
Slc44a4,NM_023557,chr17,+,34914465,34930436,chr17-1273
Neu1,NM_010893,chr17,+,34931252,34937297,chr17-1274
Hspa1l,NM_013558,chr17,+,34972702,34979228,chr17-1275
1110038B12Rik,NR_015536,chr17,-,34950235,34952471,chr17-1275
Vwa7,NM_001347347,chr17,+,35016578,35026741,chr17-1277
Vars,NM_011690,chr17,+,35000906,35016329,chr17-1277
Sapcd1,NM_023893,chr17,-,35025972,35028016,chr17-1278
Msh5,NM_001146215,chr17,-,35028604,35046745,chr17-1278
Ddah2,NM_001190449,chr17,+,35059034,35062099,chr17-1279
Ly6g6c,NM_023463,chr17,+,35067324,35070048,chr17-1279
Clic1,NM_033444,chr17,+,35050242,35058719,chr17-1279
Mpig6b,NM_001191012,chr17,-,35062692,35066184,chr17-1279
Abhd16a,NM_178592,chr17,+,35089290,35102987,chr17-1280
Ly6g6f,NM_001163192,chr17,-,35080537,35085595,chr17-1280
Gpank1,NM_032460,chr17,+,35122951,35124815,chr17-1281
Ly6g5c,NM_148947,chr17,+,35108293,35112173,chr17-1281
Csnk2b,NM_001303446,chr17,-,35116194,35122053,chr17-1281
Bag6,NM_001252468,chr17,+,35135212,35147321,chr17-1282
Apom,NM_018816,chr17,-,35128996,35131801,chr17-1282
Prrc2a,NM_020027,chr17,-,35149085,35164877,chr17-1283
Lst1,NM_010734,chr17,-,35185094,35188440,chr17-1284
Aif1,NM_001361501,chr17,-,35170985,35176052,chr17-1284
Lta,NM_010735,chr17,-,35203164,35205351,chr17-1285
Tnf,NM_001278601,chr17,-,35199366,35202007,chr17-1285
Ddx39b,NM_019693,chr17,+,35241745,35253707,chr17-1286
Nfkbil1,NM_001364909,chr17,-,35220174,35236481,chr17-1286
Pou5f1,NM_013633,chr17,+,35506031,35510777,chr17-1297
Cchcr1,NM_001372298,chr17,+,35517048,35531015,chr17-1297
Tcf19,NM_001163763,chr17,-,35512734,35516824,chr17-1297
Psors1c2,NM_020576,chr17,+,35533200,35534648,chr17-1298
Cdsn,NM_001355275,chr17,+,35543100,35557180,chr17-1298
Gtf2h4,NM_010364,chr17,-,35667727,35673743,chr17-1303
Vars2,NM_175137,chr17,-,35655634,35667592,chr17-1303
Ddr1,NM_007584,chr17,-,35681566,35704599,chr17-1305
4833427F10Rik,NR_045459,chr17,+,35772449,35780687,chr17-1307
Flot1,NM_008027,chr17,+,35823356,35832787,chr17-1309
Mdc1,NM_001010833,chr17,+,35841497,35859670,chr17-1310
Tubb5,NM_011655,chr17,-,35833919,35838301,chr17-1310
Ppp1r18,NM_001146711,chr17,+,35865594,35875596,chr17-1311
Nrm,NM_134122,chr17,+,35861317,35865400,chr17-1311
Dhx16,NM_026987,chr17,+,35879777,35892668,chr17-1312
2310061I04Rik,NM_001033630,chr17,-,35892676,35897378,chr17-1312
Ppp1r10,NM_001163818,chr17,+,35917195,35932283,chr17-1313
Atat1,NM_001347378,chr17,-,35897595,35910075,chr17-1313
Mrps18b,NM_001361454,chr17,-,35910379,35916440,chr17-1313
Gm8801,NR_028278,chr17,+,35947153,35953317,chr17-1314
Abcf1,NM_013854,chr17,-,35956818,35969750,chr17-1315
Gnl1,NM_008136,chr17,+,35979954,35989462,chr17-1316
A930015D03Rik,NR_015618,chr17,+,35994503,36038174,chr17-1316
H2-T24,NM_008207,chr17,-,36005694,36020560,chr17-1317
2410017I17Rik,NR_033517,chr17,+,36145017,36162374,chr17-1322
H2-T3,NM_008208,chr17,-,36185570,36190151,chr17-1324
Trim39,NM_024468,chr17,-,36258872,36272004,chr17-1327
H2-M10.2,NM_177923,chr17,-,36284280,36286421,chr17-1328
H2-M11,NM_177635,chr17,+,36547074,36550273,chr17-1338
H2-M9,NM_001368317,chr17,-,36639284,36642663,chr17-1342
H2-M1,NM_177636,chr17,-,36670007,36672197,chr17-1343
Trim26,NM_001025599,chr17,+,36837145,36859398,chr17-1350
Trim10,NM_011280,chr17,+,36869573,36877833,chr17-1351
Trim15,NM_001177872,chr17,-,36860690,36867210,chr17-1351
Trim31,NM_146077,chr17,+,36898129,36910217,chr17-1352
Trim40,NM_001172168,chr17,-,36881597,36890125,chr17-1352
1700031A10Rik,NR_045439,chr17,+,36923791,36933432,chr17-1353
Rnf39,NM_001099632,chr17,+,36943050,36947986,chr17-1354
Znrd1as,NM_001368426,chr17,+,36963827,36965830,chr17-1355
Ppp1r11,NM_029632,chr17,-,36948354,36951792,chr17-1355
Znrd1,NM_001355422,chr17,-,36954357,36958525,chr17-1355
2410137M14Rik,NM_029747,chr17,-,36977700,36981237,chr17-1356
H2-M5,NR_160897,chr17,-,36983784,36997955,chr17-1356
Zfp57,NM_001168502,chr17,+,37001162,37010729,chr17-1357
Mog,NM_010814,chr17,-,37010739,37023398,chr17-1357
Gabbr1,NM_019439,chr17,+,37045965,37074305,chr17-1358
Ubd,NM_023137,chr17,+,37193891,37196101,chr17-1364
H2-M3,NM_013819,chr17,+,37270233,37274485,chr17-1367
Olfr110,NM_146328,chr17,+,37492467,37499674,chr17-1376
